ID,m/z,rt(s),Name,adduct,HMDB,KEGG,SuperClass,Class,SubClass,HT_1,HT_2,HT_3,HT_4,HT_5,LT_1,LT_2,LT_3,LT_4,LT_5,MT_1,MT_2,MT_3,MT_4,MT_5,QC_1,QC_2,QC_3,HT_mean,MT_mean,LT_mean,QC_mean,log2FC_HT_vs_LT,log2FC_MT_vs_LT,log2FC_HT_vs_MT,p_HT_vs_LT,p_MT_vs_LT,p_HT_vs_MT
M281T145,281.08678,144.8725,2'-O-methylinosine,[M-H]-,,,,,,37939.3650752586,43687.643578207,33208.0579021093,32473.0159644936,37129.09814988,13568.1221176751,6319.79621478252,11904.9368739357,8290.14318774443,14295.4164989658,27358.3777062548,27117.532790623,35062.9802276378,32059.25144164,28510.8657268556,25571.8962473839,26083.3465574618,25569.213976803,36887.4361339897,30021.80157860224,10875.682978620713,25741.4855938829,1.7619299776798227,1.4648199580244132,0.29711001965540923,6.869107304733439e-06,2.1978605641789156e-05,0.026415440482306853
M365T131,365.04096,130.971,2s-amino-4-phosphonobutyric acid,[2M-H]-,,,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",76220.9201240908,86566.8017640649,61275.0227596121,67481.468602918,46125.464336492,117493.353258643,168920.759420136,150678.732842521,159802.045250198,123986.473679249,49058.148838688,84689.365013304,84182.4458267356,91945.8408778601,94019.8600548433,93922.2253250843,96292.3947417692,96294.2669650124,67533.93551743557,80779.1321222862,144176.27289014938,95502.9623439553,-1.0941378660087904,-0.8357713552183823,-0.2583665107904082,0.00023108068444133953,0.0011976505726914687,0.24881134712829756
M193T441,193.05948,441.0865,3-(aminomethyl)-7-fluoroquinolin-2-ol,[M+H]+,,,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives,22011.9462469135,21411.2282129753,19310.5150719316,70756.5740008573,15242.9341352306,107983.380313157,87045.2288949844,53491.8949389259,29391.0122271504,92777.7229377679,19964.4770851081,20872.6425536374,48551.1194907658,21039.1412732228,22028.1289999076,23846.3120198129,23825.8090169582,22505.0219069695,29746.639533581667,26491.101880528342,74137.84786239712,23392.380981246868,-1.3174544999264903,-1.4846673839442655,0.16721288401777507,0.035948475131299576,0.01447589488826499,0.7879903434598203
M240T203,240.12189,202.816,"3,4-Methylenedioxyamphetamine",(M+CH3COO+2H)+,,,,,,89154.9054923527,111392.622271693,89724.8842871327,83159.1076937278,93503.1011743642,36080.9067867578,30089.9209101306,35184.448931843,34299.428228871,36212.2236010621,35803.6153050164,36398.389849936,34642.6735627622,31709.9959386266,32903.9180331084,52085.4314806388,52855.0073950941,52855.7334004334,93386.92418385409,34291.71853788992,34373.3856917329,52598.72409205543,1.4419020786235235,-0.0034316534744389497,1.4453337320979627,2.173767576611452e-06,0.9557765132754907,1.9889794593715998e-06
M171T298,171.02862,298.343,3-dehydroquinic acid,[M-H-H2O]-,,C00944,Organic acids and derivatives,Hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,74694.4225433064,80653.7738566407,76765.7636021461,79001.7130324515,72033.3777133682,26869.4102612177,22238.8205491654,27624.8871357823,28920.6059304259,33896.9933634314,90631.7875479264,61407.2194506276,56760.9686227001,65084.452358089,58096.4198718013,48526.442727282,48546.2316730274,50616.3454212122,76629.81014958258,66396.16957022887,27910.14344800454,49229.67327384053,1.4570833289851886,1.2502805134331874,0.206802815552001,3.8391634158436904e-08,0.0003545633080987634,0.14918114851350994
M255T206,255.16841,205.839,"3-furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2r,3s)-rel-",[M+H]+,,,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,36817.2262178118,30702.166452935,30929.9271533185,32046.5425938668,27983.3526035008,9916.22920645031,4627.87064275896,14473.5156953177,7240.72194997886,13674.9765737864,8659.06059270669,8928.33258534644,5439.65918367372,5931.45280457548,4827.92181024138,16905.3892327839,16905.8604475008,15974.8905148922,31695.84300428658,6757.2853953087415,9986.662813658446,16595.380065058966,1.666120134136915,-0.5634898410051624,2.2296099751420777,1.594127318600695e-05,0.15473181167137393,4.101199080345164e-07
M297T351,297.08093,350.6695,3-Hydroxyflavone,(M+CH3COO)-,,,,,,90992.9521218877,47328.6774723962,48007.0086779265,44841.6650175628,106626.380349944,216353.361526154,200293.632004498,112918.97825412,107315.512738447,105874.034853458,72516.9919466172,42235.7547316309,39209.8727261006,76665.2716219525,39038.2173820531,84948.3105118585,84863.5866724533,91453.1199205142,67559.33672794343,53933.22168167087,148551.1038753354,87088.339034942,-1.1367206137301697,-1.4616961677335372,0.3249755540033674,0.019465677987948574,0.006575721248307332,0.4057032526121734
M425T381,424.57557,380.668,3-methylbutanoyl-coa,[M-2H]2-,HMDB0001113,C02939,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,1263.08405418057,2000.29702537369,1357.55454842055,1215.07314561622,1529.7868768462,4285.78803388455,3728.40481752566,3406.38871541691,3013.07680880304,4318.31714559415,3879.92445054566,3942.18522308254,4363.24568711164,3772.5333631221,3632.3241920783,3055.95105326805,2906.58393074122,3056.0487532434,1473.159130087446,3918.042583188048,3750.395104244862,3006.1945790842233,-1.347534951962454,0.06307403047856011,-1.4106089824410142,4.9365580330859586e-05,0.5667182177799592,1.1676650067785397e-06
M138T272,138.05377,272.257,3-pyridylacetic acid,[M+H]+,HMDB0001538,,,,,76055.3119510703,60794.4338921619,65739.7530896805,71016.985075552,61847.7173715123,28211.049967159,21436.8377857638,30811.1624843137,19852.600000525,15094.667333904,21146.7016003693,33945.1928143957,19203.0169501852,33476.0298418399,28308.6134843377,32308.0583467081,29321.8517298201,32336.5991031363,67090.8402759954,27215.91093822556,23081.2635143331,31322.16972655484,1.5393526103943365,0.23771862748067843,1.3016339829136583,4.5318064716330934e-06,0.3517157819295896,1.2313336340628978e-05
M122T353_2,122.07016,353.172,4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone,[M+H-C3H6ON2]+,HMDB0011603,C16453,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,160892.07495768,190635.463688442,161903.247416871,155579.524866755,169870.370242721,86359.7682211881,74905.4912632777,79152.9417615771,71552.2077475516,78480.0235653357,86410.6459560744,84503.0066952223,81213.4436601941,74945.8412139427,81046.0254272905,105513.112901188,102812.346140038,105521.845564093,167776.13623449378,81623.79259054479,78090.08651178605,104615.76820177301,1.1033163359588185,0.06384953537808703,1.0394668005807313,8.599712409857414e-07,0.29494171681226783,9.519415226535358e-07
M269T218,269.18412,217.898,"4,4'-bis(dimethylamino)benzophenone",[M+H]+,,C19266,Benzenoids,Benzene and substituted derivatives,Benzophenones,26959.6759813076,31209.4529863765,20345.2652875843,15225.3062877935,19144.32796691,3254.344545388,5965.81761005267,3919.02453867267,2728.10996224154,7025.83123860683,5669.39983413513,5996.71216923255,5362.57708663373,7928.33191785334,5931.22174678049,8846.61545749806,9322.55898974007,8894.36220847749,22576.80570199438,6177.648550927049,4578.6255789923425,9021.17888523854,2.301603723478966,0.4320616622304541,1.869542061248512,0.0003121160435205098,0.1267426609841396,0.0004826284296880194
M179T169,179.06958,168.781,"4',6'-dimethoxy-2'-hydroxyacetophenone",[M+H-H2O]+,HMDB0029645,C10726,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,14738.8896092367,21791.4044362611,15014.5881188167,9454.18370845335,11326.6578387452,7449.93767544756,9944.83969963075,13926.2296439415,5666.08937799596,5494.66300163543,17147.5585890039,18553.1843697293,16046.8865124064,12426.1239052228,31226.6337198766,14697.7640590153,18883.0651617406,20874.8958403748,14465.144742302607,19080.077419247802,8496.35187973024,18151.90835371023,0.7675952778762773,1.167057421904329,-0.3994621440280516,0.05318224769595877,0.017990437624885683,0.26315076768438295
M110T54_2,110.05955,53.76,4-aminophenol,[M+H]+,HMDB0001169,C02372,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,337175.811837138,485503.323235024,398096.573273626,288772.468633918,282448.268486872,880478.291613645,927435.515345925,997665.523820414,992787.436271226,766975.359829249,148501.492600452,209076.532425372,173931.308910325,223378.842191306,202279.090339335,451658.4346507,467072.078078572,467155.942347588,358399.28909331566,191433.453293358,913068.4253760917,461962.15169228666,-1.3491527588178251,-2.2538740586129022,0.9047212997950771,1.0365875196450686e-05,2.1266573126927605e-07,0.0032156552845860127
M144T204,144.0298,204.4455,4-hydroxy-l-glutamic acid,[M-H-H2O]-,HMDB0002273,C05947,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",61827.1244459692,69180.5144962975,66192.9547646884,53686.8313759331,66162.4640988564,25479.4129667194,20300.0567890813,22782.213502009,22884.2799811176,24280.6074327223,47945.1345204042,41375.7489324922,37283.7152732307,39486.4609717388,38310.0294300773,39628.87899594,39653.3872846257,38538.600458502,63409.97783634892,40880.21782558864,23145.31413432992,39273.6222463559,1.4539501501492744,0.820655699775076,0.6332944503741985,5.873982013136801e-07,2.7694868170843913e-05,0.00013300757706976495
M799T396,799.18031,396.042,4'-o-(2'-e-feruloyl glua(1-2)glua) apigenin,[M+H]+,,,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,4366.87133160554,4709.00829467834,3672.92462571782,3437.05703790837,3507.4090983709,7835.8823257578,6133.03189621615,7299.45164055518,6552.5496354055,8635.01326649793,3739.56042582521,3023.44902996187,3756.57560107881,2740.05373821642,3436.66500726693,4531.83960540461,4389.17693211425,4533.55509288987,3938.6540776561937,3339.2607604698483,7291.185752886512,4484.857210136243,-0.888282352393665,-1.1263905790401114,0.23810822664644632,0.00018259790576033436,4.0887530535788265e-05,0.10066607900757245
M453T460,453.17891,459.615,4'-o-.beta.-d-glucosyl-5-o-methylvisamminol,[M+H]+,,,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,66872.3390723538,76473.9297953149,68114.307637012,68230.6308992687,65952.7958436827,29265.9514293786,28405.8402468139,28499.9077348926,29043.2754761318,27591.7096609496,22312.4529357121,25389.5782454257,20162.4941186489,19692.7706968757,22751.768319382,36480.305653309,36383.4686861227,40897.6835099061,69128.80064952641,22061.81286320888,28561.336909633297,37920.485949779264,1.275193742898609,-0.3724972856712863,1.6476910285698958,2.4976827083055422e-08,0.0002819902338983303,1.9453412693391694e-08
M184T222,184.04166,222.249,4-pyridoxic acid,[M+H]+,HMDB0000017,C00847,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,37365.1154492796,41247.6871936081,38456.260700633,34877.0466017469,41715.5723739942,18712.2863137602,17477.7696398418,19574.7056657377,17582.6199329644,18164.908166436,17697.2430496302,18377.459576335,17099.4203279674,15634.0269496452,15848.7789953471,25162.0500006019,25071.0531296193,25194.1602444039,38732.336463852356,16931.38577978498,18302.45794374802,25142.421124875033,1.0814595470110704,-0.11233096864778082,1.1937905156588513,3.086999770152324e-07,0.06945938696817297,2.450019641853564e-07
M157T205,157.06873,205.3125,"5,6,7,8-tetrahydro-2-Naphthoic Acid",(M-H2O-H)-,,,,,,3727.44891908043,5912.00786297627,4661.41953412762,4197.30559118862,4963.93272835592,31782.7576233349,34244.8620228172,32643.2453168447,31560.6915453615,29291.3344799271,35795.3223856785,33130.4284774913,31078.8415688942,30108.5166946596,33391.5066599368,1714.36227936009,1716.1629541638,1865.93154483868,4692.422927145772,32700.92315733208,31904.578197657083,1765.4855927875233,-2.7650963055427655,0.035566802234935795,-2.8006631077777016,1.3801345902057683e-09,0.5500008579835487,4.40944835402762e-09
M191T110,191.04475,109.5545,"5,8-dihydroxy-1,4-naphthoquinone",[M+H]+,,C01938,Benzenoids,Naphthalenes,Naphthoquinones,1076172.52461649,1414446.66663695,976551.000631081,1042688.36644406,1070028.64238302,3252696.23088755,2536557.11319059,2586748.05174697,2688283.33780697,5041705.05949101,1426039.98474595,1301381.10717559,1548248.88141857,1425034.37045819,1354019.10441658,1669485.38167453,1669478.73292764,1733246.50311455,1115977.44014232,1410944.689642976,3221197.958624618,1690736.8725722402,-1.529288616439643,-1.1909353155555984,-0.33835330088404464,0.0023009144192185156,0.00513171359457058,0.009609769628556994
M338T112,338.26834,112.2875,"5-[(8as)-2,5,5,8a-tetramethyl-3-oxo-4a,6,7,8-tetrahydro-4h-naphthalen-1-yl]-3-methylpentanoic acid",[M+NH4]+,,,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,39741.8928830736,33206.9614008206,44418.0484730312,33009.0656320846,42025.0997197729,102992.888363874,112213.513151674,21695.6392078881,110398.429339615,95307.0931756844,22624.4767489913,23726.9666313052,24191.5353808717,18409.8175552333,15889.0529673979,24694.3564018269,25022.2920414487,24156.8869750663,38480.21362175658,20968.36985675988,88521.51264774709,24624.511806113966,-1.201890101991278,-2.0777608934204586,0.8758707914291808,0.0192501519947708,0.004165204722058353,0.0002632282236635311
M269T123,269.1841,123.257,"5-androsten-3.beta.,16.alpha.-diol-17-one",[M+H-2H2O]+,HMDB0000352,C05139,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,48326.6383033109,29065.1707688016,20582.3054732907,36597.3245521802,26559.8752100526,6258.59204534273,7036.24137026716,5061.3012457215,7805.91044860916,5955.17143296381,4920.4323660483,3546.73140077153,6373.2745999735,9200.80483785396,5642.39247553339,15193.4143456761,15106.0236520623,16630.6444433169,32226.2628615272,5936.727136036136,6423.443308580872,15643.360813685102,2.326638309762835,-0.11366065034781947,2.440298960110654,0.000663279727761468,0.6554363586637593,0.0006444994367030831
M274T163,274.08853,163.455,5'-Deoxyadenosine,(M+Na)+,HMDB0001983,C05198,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,,7206.79536137865,26352.4347846998,15126.5584019186,4071.2990132699,7926.35152850784,9226.15589143482,11446.2062512048,17467.4308316593,14003.586479434,9264.24397430765,9192.83281823366,2432.57094997798,6903.10178554948,4916.42514645881,7233.91024718489,10325.680706896,10344.2948449774,9970.13102176909,12136.687817954957,6135.768189480964,12281.524685608116,10213.36885788083,-0.017113518636848967,-1.0010561454436417,0.9839426268067927,0.9738597663852075,0.013263412334042797,0.18618777593558178
M313T175,313.09032,174.952,5-hydroxyflunixin,[M+H]+,,,Benzenoids,Benzene and substituted derivatives,Trifluoromethylbenzenes,16712.5662297893,16516.9615499307,10291.3614466913,20172.7809351721,9285.73176913699,28815.6411457428,30002.9212939428,26401.2791060182,35224.8094340199,31608.9662631403,25568.1034813163,14871.1744813887,2933.09398152446,10834.920294299,14375.7883681489,22602.9105663776,21064.9014632868,22591.1109545627,14595.880386144077,13716.61612133547,30410.723448572797,22086.307661409035,-1.0589675046124722,-1.1485977885287864,0.0896302839163143,0.0002545232698560127,0.002841862937276471,0.8394116782686886
M219T396,219.09671,395.547,5-L-Glutamyl-L-alanine,[M+H]+,HMDB0006248,C03740,Organic acids and derivatives,Carboxylic acids and derivatives,"""Amino acids, peptides, and analogues""",714854.947716841,769937.271475989,703753.758616851,668328.811785202,697991.551428434,347454.373397397,334758.408020029,341411.469725604,324051.403211844,319466.198403406,364739.111758838,347536.937016978,354048.262857005,354836.631440614,347610.381965489,468450.265783137,462769.497137199,462756.00959596,710973.2682046633,353754.26500778476,333428.37055165594,464658.5908387653,1.0924161547794229,0.08537042845693726,1.007045726322486,2.1747807921556317e-08,0.010325104904581894,2.668131752410962e-08
M293T302,293.12081,302.119,5-methoxytryptophan,(M+CH3COO)-,HMDB0002339,,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives,23251.341915587,61867.069391445,49506.5449855787,17002.8351592897,44491.7491239848,65389.6543125799,58489.1246325223,48946.8195232577,25028.9732743098,59001.4049903107,30641.2156082962,31504.0341977596,21941.4171763827,18624.2822958298,21790.2720154466,41161.9615692312,40903.9253676264,41161.8627167776,39223.908115177044,24900.244258742976,51371.19534659608,41075.91655121173,-0.38921765966761795,-1.0447698950381867,0.6555522353705688,0.2997239960429911,0.007998798705777868,0.14006883424284847
M134T109,134.05913,108.938,5-methylbenzotriazole,[M+H]+,,C06473,,,,208265.264241679,270137.84365568,161680.574552239,183712.952700377,170343.479751073,429259.948394866,392028.129805052,405755.909466948,401204.102338907,388632.312783224,234105.266153977,207949.183297913,206455.077411645,241650.486188762,226824.650037732,251868.038617556,259929.076462261,259855.690305554,198828.0229802096,223396.9326180058,403376.08055779943,257217.60179512366,-1.0206007521365095,-0.8525132791220112,-0.1680874730144984,9.483156904549214e-06,9.533855500653791e-08,0.2695547159682641
M561T407,561.144,407.08,"6-[4,5-dihydroxy-6-methyl-3-[(2s,3r,4r,5r,6s)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",[M-H]-,,,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,28068.8758237519,30013.4184499014,26467.4695353668,23137.1543670803,26486.9338043103,13950.2578203514,10792.8722215395,12625.884348187,11435.8293393475,9998.81583451919,25287.1116031119,27797.9503565014,23567.1037809633,24756.5346769203,26047.4016180919,22328.2367910139,22507.772594227,22327.3791472926,26834.770396082145,25491.220407117762,11760.731912788917,22387.796177511165,1.1900567929273553,1.1159565271490168,0.07410026577833836,3.2617922080252204e-06,7.066118930137018e-07,0.34256452564157447
M232T196,232.07781,195.62,6-hydroxymelatonin,[M+H-NH3]+,HMDB0004081,C05643,Organoheterocyclic compounds,Indoles and derivatives,Hydroxyindoles,41430.5080050221,52745.9324357035,43524.8629657537,41028.7109954651,41287.8111732902,13828.5629081332,12160.304816607,12367.2859149685,10918.6623439063,11991.1314111351,17574.8506142104,19616.2525246875,17111.2411944764,15783.241990802,16664.1500464114,22137.5075401931,22286.4645158997,22245.6408208205,44003.56511504692,17349.947274117538,12253.18947895002,22223.204292304432,1.8443781352670214,0.5017393647177025,1.3426387705493188,6.818523009238928e-07,0.00020013479527717067,2.9881231429079813e-06
M291T113,291.0624,113.4815,6-methoxyflavone,[M+K]+,,,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,17587.2330694349,11857.4801625371,16911.6653503208,16802.8921475528,13163.7737935525,24624.2076732996,24549.7222026538,29143.7267157295,39585.032136898,22739.6596499653,13341.0135899954,13432.5303553702,8019.6595554165,10110.5734669375,13831.8071336282,14312.4137011586,13674.5714871305,13709.267254397,15264.60890467962,11747.116820269559,28128.46967570924,13898.750814228702,-0.8817972178363351,-1.2596528371729174,0.37785561933658235,0.004279706382490302,0.0010229235233007099,0.06230508096506898
M240T213,240.10091,212.8675,"7,8-dihydrobiopterin",[M+H]+,HMDB0000038,C02953,Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives,35978.0139093733,40404.5717524365,37558.6841099632,30839.7213171573,36353.0398612194,22767.4650969665,6522.9228013396,7716.36867699312,6772.59418098765,5353.70402177049,6443.07205805594,4079.3525042852,5143.22987739284,21530.0982271064,5634.04836835537,15971.8721214921,15972.2159062779,16674.6880024173,36226.806190029936,8565.96020703915,9826.610955611473,16206.2586767291,1.8821847924801645,-0.19805735976484198,2.0802421522450065,8.266793446310913e-05,0.7914606244583845,6.005815671692792e-05
M193T328,193.06905,328.204,"7,8-dihydroxy-4-methylcoumarin",[M+H]+,HMDB0136757,,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins,18633.8050281366,19615.9005345893,18049.9484684511,18915.6906018481,20426.7323969881,6291.99174985027,3293.91022722401,6991.38102105003,7870.32170489892,6205.66505371218,11886.5875535056,11965.2249857581,11925.6932425319,9720.38395631896,12315.9690334273,12856.312348824,12856.3186939267,12776.613373826,19128.415406002638,11562.77175430837,6130.6539513470825,12829.748138858899,1.6414446018174047,0.9152638544477755,0.7261807473696292,4.061611647977801e-07,0.0003112146710539507,1.932627011828221e-06
M207T56,207.07536,56.489,"7,8-dimethoxycoumarin",[M+H]+,,,,,,54367.9028407663,57279.950036737,66358.6784354738,49039.4447549922,50616.7125191473,78216.4023042718,163995.550634073,107306.905363763,100611.999071737,110596.149747163,67418.9146367905,60622.6790125157,67077.7012903137,61023.3717437242,66578.6187651248,65457.0722246329,66445.9092338121,65483.0704172419,55532.53771742332,64544.25708969378,112145.40142420155,65795.35062522897,-1.0139521180376847,-0.7970003351660618,-0.21695178287162287,0.004462118118133547,0.010123548002049359,0.03010407208223463
M423T198,423.33049,198.3345,7.alpha.-hydroxy-4-cholesten-3-one,[M+Na]+,HMDB0001993,C05455,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,11645.1400790761,13471.1403573256,11636.9355982036,11072.9250178568,12104.9233653765,4456.55341164724,3857.59212262082,4728.63830695091,2920.0924920019,4260.55937887946,5261.28290204119,5084.33483892358,5961.81375912398,5244.77612142659,5208.43710804649,6367.88453347435,6669.94030235924,6362.87073126622,11986.21288356772,5352.128945912367,4044.6871424200663,6466.898522366603,1.567039596304062,0.40399764567590624,1.163041950628156,3.0435125724217477e-07,0.005852838836500986,3.3568289892981144e-07
M220T116,220.0237,115.958,7-chloro-3-methylquinoline-8-carboxylic acid,[M-H]-,,C18891,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,153044.143233598,211601.082890016,383254.508825956,248332.19565158,199310.900520115,41742.5667497065,86718.2508925992,70447.5489689662,67967.4811112129,32075.1974419966,143137.96659083,98390.4193661228,126482.183700844,115276.637854525,83583.4753910853,145883.529272429,140128.649405191,140251.487477658,239108.56622425298,113374.13658068143,59790.20903289629,142087.888718426,1.9996665611992583,0.9230989998216338,1.0765675613776247,0.0021655730736406757,0.0059588584014256115,0.01454318069040569
M166T181,166.0711,180.777,7-methylguanosine,[M+H-C5H8O4]+,HMDB0001107,C20674,"Nucleosides, nucleotides, and analogues",Purine nucleosides,,75117.7820172528,101319.993164786,74746.8593877833,68866.5263778827,65978.1005509934,47051.7598270018,42820.0970186564,39007.3574320167,40523.8370174193,35802.5760549917,88230.2839115423,93994.4265027023,88702.9453193806,90371.559868716,92870.0947008223,67691.3379405792,65790.2312386691,67650.5611008744,77205.85229973964,90833.8620606327,41041.12547001718,67044.04342670756,0.9116234494585704,1.1461406579632327,-0.23451720850466207,0.0005607628148997458,1.538749913384118e-08,0.06505420037181056
M313T100,313.23548,99.864,"9,10-dihydroxy-12z-octadecenoic acid",[M-H]-,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,264578.793065819,288364.931148697,123731.440610803,183359.757380977,238519.968513414,49687.3039892779,97964.3067932593,112205.946485683,107785.81359447,59447.2241738333,236817.531930655,262263.406616548,279420.793104465,266642.225176843,216981.811406861,222748.740722262,193149.579779422,223376.3955055,219710.978143942,252425.1536470744,85418.1190073047,213091.57200239468,1.3629826004547683,1.5632304708498252,-0.20024787039505698,0.0032077493683193444,1.0160257022518338e-05,0.33275340978167917
M293T55,293.20966,54.608,"9-oxo-10(e),12(e)-octadecadienoic acid",[M-H]-,,,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,333705.050318777,216973.736038312,283946.841363257,218485.842338993,187369.223258126,137541.758322869,110996.548436973,115199.038333382,114169.97476201,131505.024918859,146732.621825092,206912.639893465,219913.437842553,116885.784442039,127956.719626749,153904.103552017,147479.539020296,154041.065959821,248096.138663493,163680.24072597962,121882.4689548186,151808.236177378,1.0254026299240724,0.42538651944815886,0.6000161104759135,0.0016356532503092884,0.08921324577038739,0.03734733432037903
M309T57,309.20415,56.745,9-oxo-11-(3-pentyl-2-oxiranyl)-10e-undecenoic acid,[M-H]-,HMDB0013623,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,86935.0846696931,94072.9390712762,100492.669924207,99951.561760646,91625.3776199049,38103.7487826196,48948.5944376676,51396.7229052809,56363.8330518011,39853.9730879829,105819.963203998,101168.610545611,107360.43219724,75942.5524041968,87494.4577168585,92125.9809554732,91455.3180122405,101340.251785178,94615.52660914543,95557.20321358085,46933.37445307042,94973.8502509639,1.0114472691928857,1.0257347959541314,-0.014287526761245629,4.002134579224627e-06,0.00011339715722215557,0.8891793494810403
M401T325,401.1449,325.205,"Acetic acid, 2-[4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy]-",[M-H]-,,,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,125528.837427899,36535.5620506019,99940.3441524255,119958.31334309,162160.077066571,238378.862667175,307709.941494052,306217.861717642,338773.656402768,292921.929541827,282265.393400634,238499.410838177,274298.154819109,292262.262513074,316318.462210746,237393.376434005,237752.160164095,227439.445000561,108824.62680811746,280728.736756348,296800.45036469284,234194.99386622035,-1.447479812212399,-0.08031625014529609,-1.3671635620671028,0.00010024010859886173,0.4612139628563831,0.00010367069448351584
M314T34,314.10345,33.608,Acetochlor ethanesulfonic acid,[M-H]-,,,Benzenoids,Benzene and substituted derivatives,Anilides,21653.4405880851,34869.6831301017,24761.3149914938,19464.9301003841,21834.4489795619,7290.92731554737,21864.5737667772,25106.1138424667,29410.1206863175,13490.8596166753,46564.1441857596,50457.6101237011,49688.7590312193,48737.4352309413,35145.7267322715,27792.8691207036,27764.2928906033,31890.8839656262,24516.76355792532,46118.735060778556,19432.519045556815,29149.3486589777,0.33528021683494313,1.2468370557403252,-0.911556838905382,0.32421044413877115,0.000608245304985486,0.0005657282898194056
M207T226,207.11162,225.649,Acetyleugenol,[M+H]+,HMDB0034122,C14567,,,,21933.8853567704,23106.630577383,20995.9440123657,19179.0310608235,23303.4883633711,6271.54304739112,5705.2275139956,7006.41308284981,6918.10978349992,6793.21916657319,9761.58392802817,8619.99392073366,9745.44588986875,8232.5774793689,8654.04088095894,11242.1639018615,11622.8246258089,11239.0630412476,21703.79587414274,9002.728419791685,6538.902518861929,11368.017189639335,1.7306728178544124,0.4612534096622926,1.2694194081921197,5.923358183543539e-08,0.0002660960046011835,3.000668618655124e-07
M266T449,266.15941,449.3975,Acridine orange,[M+H]+,,C19315,Organoheterocyclic compounds,Quinolines and derivatives,Benzoquinolines,2571380.99719033,2951406.11058549,2600589.25165602,2407433.36197246,2668279.10756298,5891383.59780868,5051768.27343648,5300544.32774389,5082539.01515947,5378400.80719775,2248216.01003832,2357890.86448138,2233905.65829362,2141202.0644235,2090964.46425199,3409121.39588247,3409042.96631576,3435254.19054497,2639817.765793456,2214435.812297762,5340927.204269255,3417806.1842477336,-1.0166516047007843,-1.2701506595270042,0.2534990548262198,3.127018615348708e-07,4.4243778024692815e-08,0.0028181729311114274
M134T167_2,134.04677,167.4835,Adenine,[M-H]-,HMDB0000034,C00147,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,2112307.68754067,1966771.03195901,2140305.02351602,2035035.63414659,2139997.18644731,672177.284931718,1032624.10461043,1195311.54118713,1063677.04518736,668601.623751278,532996.623463087,576456.090789713,604265.854017409,516579.306351999,519709.742086687,1277317.61835443,1277389.87698203,1272288.49579841,2078883.31272192,550001.523341779,926478.3199335833,1275665.33037829,1.1659787971395668,-0.7523205364724609,1.9182993336120278,7.466537661528755e-06,0.008819424630747617,1.648187698629315e-10
M588T415,588.06974,414.906,Adp-glucose,[M-H]-,HMDB0006557,C00498,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine nucleotide sugars,14682.5087046308,19135.8689901406,14791.1486346077,15608.9875053174,15321.7769096262,5209.77971417094,3082.86860332903,4031.66060918586,2752.17247912299,2565.04027362902,5322.29351922423,6196.68781335346,5071.30838454068,5345.10228877983,4074.62298722616,7847.09387231901,7844.44786478258,8091.70757370479,15908.05814886454,5202.002998624873,3528.304335887568,7927.749770268793,2.1723926816739385,0.5599606980773425,1.6124319835965961,1.231076342924466e-06,0.023027948861692255,2.1410000438540893e-06
